genotype,PLOT.ID,rows,ranges,Block,Rep,Trt,year,note,Group,Calibration,ASD,X350,X351,X352,X353
BGEM-0215-N,2332,32,7,2,1,LN,2022,BGEM_Tall_early,Inbred,0,1,0.082385824,0.078516721,0.076548069,0.07585904
BGEM-0215-N X B73,2413,13,9,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082813543,0.079452583,0.076633033,0.07560196
BGEM-0215-N X B73,3446,46,9,3,2,LN,2022,Hybrid,Hybrid,0,2,0.082813543,0.079452583,0.076633033,0.07560196
BGEM-0216-N,3183,33,4,3,2,LN,2022,BGEM_Short_late,Inbred,0,1,0.083244707,0.079587754,0.076736352,0.075819797
BGEM-0216-N,2320,20,7,2,1,LN,2022,BGEM_Short_late,Inbred,0,1,0.083244707,0.079587754,0.076736352,0.075819797
BGEM-0216-N X B73,3356,6,8,3,2,LN,2022,Hybrid,Hybrid,0,1,0.082235298,0.078983428,0.076576382,0.075627832
BGEM-0216-N X B73,2407,7,9,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082235298,0.078983428,0.076576382,0.075627832
BGEM-0217-S,2248,48,5,2,1,LN,2022,BGEM_Tall_early,Inbred,0,1,0.083019936,0.079367729,0.076632816,0.075669508
BGEM-0217-S,3061,11,2,3,2,LN,2022,BGEM_Tall_early,Inbred,0,1,0.083019936,0.079367729,0.076632816,0.075669508
BGEM-0218-S,3140,40,3,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.081840905,0.078209162,0.076420606,0.075630891
BGEM-0218-S,2302,2,7,2,1,LN,2022,BGEM_Short_late,Inbred,0,1,0.081840905,0.078209162,0.076420606,0.075630891
BGEM-0218-S X Mo17,3585,35,12,3,2,LN,2022,Hybrid,Hybrid,0,1,0.08257962,0.078965877,0.076579783,0.075657572
BGEM-0218-S X Mo17,2479,29,10,2,1,LN,2022,Hybrid,Hybrid,0,2,0.08257962,0.078965877,0.076579783,0.075657572
BGEM-0219-S,2111,11,3,2,1,LN,2022,BGEM_Short_early,Inbred,0,2,0.083258915,0.078934009,0.076564581,0.075665129
BGEM-0219-S,3299,49,6,3,2,LN,2022,BGEM_Short_early,Inbred,0,2,0.083258915,0.078934009,0.076564581,0.075665129
BGEM-0219-S X Mo17,2535,35,11,2,1,LN,2022,Hybrid,Hybrid,0,2,0.082815869,0.079072303,0.076581328,0.075716164
BGEM-0219-S X Mo17,3519,19,11,3,2,LN,2022,Hybrid,Hybrid,0,2,0.082815869,0.079072303,0.076581328,0.075716164
BGEM-0220-S,3035,35,1,3,2,LN,2022,BGEM_Short_late,Inbred,0,1,0.083237621,0.079661167,0.076834719,0.076005768
BGEM-0220-S,2172,22,4,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.083237621,0.079661167,0.076834719,0.076005768
BGEM-0220-S X Mo17,2591,41,12,2,1,LN,2022,Hybrid,Hybrid,0,2,0.080159025,0.078191475,0.076415261,0.075421954
BGEM-0220-S X Mo17,3529,29,11,3,2,LN,2022,Hybrid,Hybrid,0,1,0.080159025,0.078191475,0.076415261,0.075421954
BGEM-0221-S,2006,6,1,2,1,LN,2022,BGEM_Short_early,Inbred,0,2,0.083053756,0.079324995,0.076717272,0.075846825
BGEM-0221-S,3194,44,4,3,2,LN,2022,BGEM_Short_early,Inbred,0,1,0.083053756,0.079324995,0.076717272,0.075846825
BGEM-0221-S X Mo17,3514,14,11,3,2,LN,2022,Hybrid,Hybrid,0,2,0.083977861,0.07983683,0.076891372,0.076076256
BGEM-0221-S X Mo17,2468,18,10,2,1,LN,2022,Hybrid,Hybrid,0,1,0.083977861,0.07983683,0.076891372,0.076076256
BGEM-0222-S,2022,22,1,2,1,LN,2022,BGEM_Short_early,Inbred,0,2,0.083338694,0.08027794,0.076801861,0.0756497
BGEM-0222-S,3235,35,5,3,2,LN,2022,BGEM_Short_early,Inbred,0,1,0.083338694,0.08027794,0.076801861,0.0756497
BGEM-0222-S X Mo17,3460,10,10,3,2,LN,2022,Hybrid,Hybrid,0,1,0.082468822,0.079097583,0.076604664,0.075678626
BGEM-0222-S X Mo17,2483,33,10,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082468822,0.079097583,0.076604664,0.075678626
BGEM-0223-N,2142,42,3,2,1,LN,2022,BGEM_Tall_late,Inbred,0,1,0.082797294,0.07940455,0.076660074,0.075697109
BGEM-0223-N,3305,5,7,3,2,LN,2022,BGEM_Tall_late,Inbred,0,1,0.082797294,0.07940455,0.076660074,0.075697109
BGEM-0223-N X B73,3416,16,9,3,2,LN,2022,Hybrid,Hybrid,0,1,0.083139149,0.079380052,0.076651221,0.075726585
BGEM-0223-N X B73,2405,5,9,2,1,LN,2022,Hybrid,Hybrid,0,1,0.083139149,0.079380052,0.076651221,0.075726585
BGEM-0224-N,3133,33,3,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.082154619,0.079039858,0.076630366,0.075694615
BGEM-0224-N,2270,20,6,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.082154619,0.079039858,0.076630366,0.075694615
BGEM-0224-N X B73,2392,42,8,2,1,LN,2022,Hybrid,Hybrid,0,1,0.084153073,0.079125542,0.076488765,0.075640564
BGEM-0224-N X B73,3405,5,9,3,2,LN,2022,Hybrid,Hybrid,0,2,0.084153073,0.079125542,0.076488765,0.075640564
BGEM-0225-N,2224,24,5,2,1,LN,2022,BGEM_Short_late,Inbred,0,1,0.082280501,0.079019584,0.076580985,0.075615875
BGEM-0225-N,3087,37,2,3,2,LN,2022,BGEM_Short_late,Inbred,0,1,0.082280501,0.079019584,0.076580985,0.075615875
BGEM-0226-S,2225,25,5,2,1,LN,2022,BGEM_Short_late,Inbred,0,1,0.082638486,0.079248627,0.076666215,0.075782397
BGEM-0226-S,3088,38,2,3,2,LN,2022,BGEM_Short_late,Inbred,0,1,0.082638486,0.079248627,0.076666215,0.075782397
BGEM-0226-S X Mo17,2595,45,12,2,1,LN,2022,Hybrid,Hybrid,0,2,0.080979246,0.078179547,0.076304772,0.07528361
BGEM-0226-S X Mo17,3498,48,10,3,2,LN,2022,Hybrid,Hybrid,0,2,0.080979246,0.078179547,0.076304772,0.07528361
BGEM-0227-N,3334,34,7,3,2,LN,2022,BGEM_Short_early,Inbred,0,2,0.082487049,0.078873875,0.076462911,0.075510621
BGEM-0227-N,2121,21,3,2,1,LN,2022,BGEM_Short_early,Inbred,0,2,0.082487049,0.078873875,0.076462911,0.075510621
BGEM-0227-N X B73,2430,30,9,2,1,LN,2022,Hybrid,Hybrid,0,2,0.08417462,0.079393887,0.076598055,0.075672306
BGEM-0227-N X B73,3357,7,8,3,2,LN,2022,Hybrid,Hybrid,0,2,0.08417462,0.079393887,0.076598055,0.075672306
BGEM-0228-N,2171,21,4,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.082686478,0.079192223,0.076736648,0.075967085
BGEM-0228-N,3034,34,1,3,2,LN,2022,BGEM_Short_late,Inbred,0,1,0.082686478,0.079192223,0.076736648,0.075967085
BGEM-0228-N X B73,3436,36,9,3,2,LN,2022,Hybrid,Hybrid,0,2,0.082639693,0.079292456,0.076604401,0.075616832
BGEM-0228-N X B73,2394,44,8,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082639693,0.079292456,0.076604401,0.075616832
BGEM-0229-N,2124,24,3,2,1,LN,2022,BGEM_Short_early,Inbred,0,2,0.084183205,0.079791276,0.076823645,0.076059947
BGEM-0229-N,3337,37,7,3,2,LN,2022,BGEM_Short_early,Inbred,0,2,0.084183205,0.079791276,0.076823645,0.076059947
BGEM-0229-N X B73,2435,35,9,2,1,LN,2022,Hybrid,Hybrid,0,2,0.084458993,0.080450142,0.076900592,0.07591494
BGEM-0229-N X B73,3434,34,9,3,2,LN,2022,Hybrid,Hybrid,0,2,0.084458993,0.080450142,0.076900592,0.07591494
BGEM-0230-N,3043,43,1,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.081516294,0.078964363,0.076746117,0.075814092
BGEM-0230-N,2205,5,5,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.081516294,0.078964363,0.076746117,0.075814092
BGEM-0230-N X B73,3364,14,8,3,2,LN,2022,Hybrid,Hybrid,0,2,0.082534128,0.080098708,0.076789904,0.075607773
BGEM-0230-N X B73,2379,29,8,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082534128,0.080098708,0.076789904,0.075607773
BGEM-0231-N,2038,38,1,2,1,LN,2022,BGEM_Tall_late,Inbred,0,1,0.084752808,0.07994475,0.076698181,0.075754684
BGEM-0231-N,3201,1,5,3,2,LN,2022,BGEM_Tall_late,Inbred,0,2,0.084752808,0.07994475,0.076698181,0.075754684
BGEM-0231-N X B73,3410,10,9,3,2,LN,2022,Hybrid,Hybrid,0,2,0.08416156,0.079905367,0.07674526,0.075810716
BGEM-0231-N X B73,2447,47,9,2,1,LN,2022,Hybrid,Hybrid,0,1,0.08416156,0.079905367,0.07674526,0.075810716
BGEM-0233-S,3303,3,7,3,2,LN,2022,BGEM_Tall_late,Inbred,0,1,0.084212716,0.079745446,0.076576239,0.07555594
BGEM-0233-S,2140,40,3,2,1,LN,2022,BGEM_Tall_late,Inbred,0,2,0.084212716,0.079745446,0.076576239,0.07555594
BGEM-0233-S X Mo17,2514,14,11,2,1,LN,2022,Hybrid,Hybrid,0,2,0.080896762,0.07804337,0.076444053,0.075554472
BGEM-0233-S X Mo17,3477,27,10,3,2,LN,2022,Hybrid,Hybrid,0,2,0.080896762,0.07804337,0.076444053,0.075554472
BGEM-0235-N,3219,19,5,3,2,LN,2022,BGEM_Tall_late,Inbred,0,2,0.08318477,0.079604255,0.076598066,0.075506397
BGEM-0235-N,2081,31,2,2,1,LN,2022,BGEM_Tall_late,Inbred,0,1,0.08318477,0.079604255,0.076598066,0.075506397
BGEM-0235-N X B73,3371,21,8,3,2,LN,2022,Hybrid,Hybrid,0,2,0.083716342,0.080428759,0.076837619,0.075608635
BGEM-0235-N X B73,2361,11,8,2,1,LN,2022,Hybrid,Hybrid,0,2,0.083716342,0.080428759,0.076837619,0.075608635
BGEM-0236-S,3003,3,1,3,2,LN,2022,BGEM_Tall_early,Inbred,0,1,0.083207074,0.079538421,0.076698469,0.075758903
BGEM-0236-S,2190,40,4,2,1,LN,2022,BGEM_Tall_early,Inbred,0,1,0.083207074,0.079538421,0.076698469,0.075758903
BGEM-0236-S X Mo17,2459,9,10,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082725904,0.078808546,0.076629136,0.075870837
BGEM-0236-S X Mo17,3543,43,11,3,2,LN,2022,Hybrid,Hybrid,0,2,0.082725904,0.078808546,0.076629136,0.075870837
BGEM-0237-N,3172,22,4,3,2,LN,2022,BGEM_Tall_late,Inbred,0,2,0.080953709,0.078303504,0.076569476,0.075788566
BGEM-0237-N,2034,34,1,2,1,LN,2022,BGEM_Tall_late,Inbred,0,2,0.080953709,0.078303504,0.076569476,0.075788566
BGEM-0237-N X B73,2410,10,9,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082445558,0.079183245,0.076623011,0.075636847
BGEM-0237-N X B73,3395,45,8,3,2,LN,2022,Hybrid,Hybrid,0,1,0.082445558,0.079183245,0.076623011,0.075636847
BGEM-0238-N,2145,45,3,2,1,LN,2022,BGEM_Tall_late,Inbred,0,1,0.082374909,0.079103454,0.076640964,0.075729209
BGEM-0238-N,3308,8,7,3,2,LN,2022,BGEM_Tall_late,Inbred,0,1,0.082374909,0.079103454,0.076640964,0.075729209
BGEM-0238-N X B73,3389,39,8,3,2,LN,2022,Hybrid,Hybrid,0,2,0.082429865,0.079226075,0.076557466,0.07550525
BGEM-0238-N X B73,2381,31,8,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082429865,0.079226075,0.076557466,0.07550525
BGEM-0239-N,2046,46,1,2,1,LN,2022,BGEM_Tall_late,Inbred,1,1.5,0.084041903,0.079196968,0.076589087,0.075761756
BGEM-0239-N,3209,9,5,3,2,LN,2022,BGEM_Tall_late,Inbred,0,2,0.084041903,0.079196968,0.076589087,0.075761756
BGEM-0239-N X B73,2428,28,9,2,1,LN,2022,Hybrid,Hybrid,0,2,0.084461213,0.080096935,0.076546563,0.075328815
BGEM-0239-N X B73,3419,19,9,3,2,LN,2022,Hybrid,Hybrid,0,2,0.084461213,0.080096935,0.076546563,0.075328815
BGEM-0240-N,3311,11,7,3,2,LN,2022,BGEM_Tall_late,Inbred,0,1,0.083049681,0.079416023,0.076633081,0.075635613
BGEM-0240-N,2148,48,3,2,1,LN,2022,BGEM_Tall_late,Inbred,0,1,0.083049681,0.079416023,0.076633081,0.075635613
BGEM-0240-N X B73,3452,2,10,3,2,LN,2022,Hybrid,Hybrid,0,1,0.082111443,0.078920789,0.076573562,0.075588909
BGEM-0240-N X B73,2400,50,8,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082111443,0.078920789,0.076573562,0.075588909
BGEM-0242-N,2163,13,4,2,1,LN,2022,BGEM_Short_late,Inbred,0,1,0.082778561,0.079367253,0.07668805,0.075684036
BGEM-0242-N,3026,26,1,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.082778561,0.079367253,0.07668805,0.075684036
BGEM-0242-N X B73,2388,38,8,2,1,LN,2022,Hybrid,Hybrid,0,1,0.083765588,0.079506002,0.076582699,0.075631705
BGEM-0242-N X B73,3398,48,8,3,2,LN,2022,Hybrid,Hybrid,0,2,0.083765588,0.079506002,0.076582699,0.075631705
BGEM-0243-S,3053,3,2,3,2,LN,2022,BGEM_Tall_early,Inbred,0,1,0.081092544,0.078359276,0.076421577,0.075444049
BGEM-0243-S,2240,40,5,2,1,LN,2022,BGEM_Tall_early,Inbred,0,2,0.081092544,0.078359276,0.076421577,0.075444049
BGEM-0243-S X Mo17,2543,43,11,2,1,LN,2022,Hybrid,Hybrid,0,2,0.083174485,0.079211339,0.076671726,0.075861482
BGEM-0243-S X Mo17,3531,31,11,3,2,LN,2022,Hybrid,Hybrid,0,1,0.083174485,0.079211339,0.076671726,0.075861482
BGEM-0244-S,3198,48,4,3,2,LN,2022,BGEM_Short_early,Inbred,0,1,0.082388269,0.079012925,0.076572572,0.075626136
BGEM-0244-S,2010,10,1,2,1,LN,2022,BGEM_Short_early,Inbred,0,1,0.082388269,0.079012925,0.076572572,0.075626136
BGEM-0244-S X Mo17,3540,40,11,3,2,LN,2022,Hybrid,Hybrid,0,2,0.083553564,0.078844826,0.076391027,0.075566605
BGEM-0244-S X Mo17,2457,7,10,2,1,LN,2022,Hybrid,Hybrid,0,2,0.083553564,0.078844826,0.076391027,0.075566605
BGEM-0245-S,3165,15,4,3,2,LN,2022,BGEM_Tall_late,Inbred,0,1,0.081844364,0.079509437,0.076705098,0.075585979
BGEM-0245-S,2027,27,1,2,1,LN,2022,BGEM_Tall_late,Inbred,0,2,0.081844364,0.079509437,0.076705098,0.075585979
BGEM-0245-S X Mo17,2567,17,12,2,1,LN,2022,Hybrid,Hybrid,0,2,0.081824882,0.078702066,0.076472435,0.075537983
BGEM-0245-S X Mo17,3484,34,10,3,2,LN,2022,Hybrid,Hybrid,1,1.5,0.081824882,0.078702066,0.076472435,0.075537983
BGEM-0246-N,2175,25,4,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.08260215,0.079593836,0.076838848,0.075991248
BGEM-0246-N,3038,38,1,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.08260215,0.079593836,0.076838848,0.075991248
BGEM-0247-N,3142,42,3,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.082301409,0.079368378,0.076573589,0.075421839
BGEM-0247-N,2304,4,7,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.082301409,0.079368378,0.076573589,0.075421839
BGEM-0248-N,2344,44,7,2,1,LN,2022,BGEM_Tall_early,Inbred,0,2,0.082877575,0.079266572,0.076648538,0.075714162
BGEM-0248-N,3157,7,4,3,2,LN,2022,BGEM_Tall_early,Inbred,0,2,0.082877575,0.079266572,0.076648538,0.075714162
BGEM-0249-N,2164,14,4,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.082610919,0.078990297,0.076671126,0.075763533
BGEM-0249-N,3027,27,1,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.082610919,0.078990297,0.076671126,0.075763533
BGEM-0249-N X B73,3400,50,8,3,2,LN,2022,Hybrid,Hybrid,0,2,0.081366489,0.078288897,0.076455587,0.075542241
BGEM-0249-N X B73,2377,27,8,2,1,LN,2022,Hybrid,Hybrid,0,1,0.081366489,0.078288897,0.076455587,0.075542241
BGEM-0250-S,3221,21,5,3,2,LN,2022,BGEM_Tall_late,Inbred,0,2,0.083922592,0.079382024,0.076485397,0.075472565
BGEM-0250-S,2083,33,2,2,1,LN,2022,BGEM_Tall_late,Inbred,0,1,0.083922592,0.079382024,0.076485397,0.075472565
BGEM-0250-S X Mo17,2552,2,12,2,1,LN,2022,Hybrid,Hybrid,0,2,0.082836475,0.07862699,0.0764777,0.075674562
BGEM-0250-S X Mo17,3580,30,12,3,2,LN,2022,Hybrid,Hybrid,0,1,0.082836475,0.07862699,0.0764777,0.075674562
BGEM-0251-S,2336,36,7,2,1,LN,2022,BGEM_Tall_early,Inbred,0,2,0.083975889,0.078543832,0.076447985,0.075789254
BGEM-0251-S,3124,24,3,3,2,LN,2022,BGEM_Tall_early,Inbred,0,1,0.083975889,0.078543832,0.076447985,0.075789254
BGEM-0251-S X Mo17,2477,27,10,2,1,LN,2022,Hybrid,Hybrid,0,2,0.084296538,0.079529715,0.076819254,0.076055522
BGEM-0251-S X Mo17,3544,44,11,3,2,LN,2022,Hybrid,Hybrid,0,2,0.084296538,0.079529715,0.076819254,0.076055522
BGEM-0252-S,3258,8,6,3,2,LN,2022,BGEM_Tall_late,Inbred,0,2,0.081880851,0.079196194,0.076582876,0.075518072
BGEM-0252-S,2095,45,2,2,1,LN,2022,BGEM_Tall_late,Inbred,0,1,0.081880851,0.079196194,0.076582876,0.075518072
BGEM-0252-S X Mo17,2521,21,11,2,1,LN,2022,Hybrid,Hybrid,0,2,0.081433227,0.078691489,0.076478589,0.075491081
BGEM-0252-S X Mo17,3553,3,12,3,2,LN,2022,Hybrid,Hybrid,0,2,0.081433227,0.078691489,0.076478589,0.075491081
BGEM-0253-N,3326,26,7,3,2,LN,2022,BGEM_Short_early,Inbred,0,2,0.08457702,0.079477778,0.076620901,0.075741507
BGEM-0253-N,2113,13,3,2,1,LN,2022,BGEM_Short_early,Inbred,0,2,0.08457702,0.079477778,0.076620901,0.075741507
BGEM-0254-S,3154,4,4,3,2,LN,2022,BGEM_Tall_early,Inbred,0,2,0.083783775,0.07993554,0.076756259,0.075670794
BGEM-0254-S,2341,41,7,2,1,LN,2022,BGEM_Tall_early,Inbred,0,2,0.083783775,0.07993554,0.076756259,0.075670794
BGEM-0254-S X Mo17,3507,7,11,3,2,LN,2022,Hybrid,Hybrid,0,1,0.083920162,0.079466154,0.076615051,0.075721333
BGEM-0254-S X Mo17,2456,6,10,2,1,LN,2022,Hybrid,Hybrid,0,2,0.083920162,0.079466154,0.076615051,0.075721333
BGEM-0255-S,2054,4,2,2,1,LN,2022,BGEM_Short_early,Inbred,0,2,0.082440868,0.07822429,0.076404733,0.075687343
BGEM-0255-S,3242,42,5,3,2,LN,2022,BGEM_Short_early,Inbred,0,1,0.082440868,0.07822429,0.076404733,0.075687343
BGEM-0255-S X Mo17,3570,20,12,3,2,LN,2022,Hybrid,Hybrid,0,2,0.082868347,0.079650454,0.076714387,0.075655154
BGEM-0255-S X Mo17,2564,14,12,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082868347,0.079650454,0.076714387,0.075655154
BGEM-0256-N,2275,25,6,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.081474757,0.078897823,0.076606665,0.075629989
BGEM-0256-N,3138,38,3,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.081474757,0.078897823,0.076606665,0.075629989
BGEM-0256-N X B73,3359,9,8,3,2,LN,2022,Hybrid,Hybrid,0,2,0.083972802,0.079224742,0.076663471,0.075927302
BGEM-0256-N X B73,2452,2,10,2,1,LN,2022,Hybrid,Hybrid,0,2,0.083972802,0.079224742,0.076663471,0.075927302
BGEM-0257-S,2146,46,3,2,1,LN,2022,BGEM_Tall_late,Inbred,0,1,0.082713013,0.079343532,0.076699446,0.075731839
BGEM-0257-S,3309,9,7,3,2,LN,2022,BGEM_Tall_late,Inbred,0,1,0.082713013,0.079343532,0.076699446,0.075731839
BGEM-0257-S X Mo17,2472,22,10,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082473449,0.079197339,0.07661545,0.07563393
BGEM-0257-S X Mo17,3472,22,10,3,2,LN,2022,Hybrid,Hybrid,0,1,0.082473449,0.079197339,0.07661545,0.07563393
BGEM-0258-S,2293,43,6,2,1,LN,2022,BGEM_Tall_early,Inbred,0,1,0.082870719,0.079216833,0.076624525,0.075694714
BGEM-0258-S,3106,6,3,3,2,LN,2022,BGEM_Tall_early,Inbred,0,1,0.082870719,0.079216833,0.076624525,0.075694714
BGEM-0258-S X Mo17,2462,12,10,2,1,LN,2022,Hybrid,Hybrid,0,1,0.083616754,0.079106657,0.076625534,0.075932584
BGEM-0258-S X Mo17,3517,17,11,3,2,LN,2022,Hybrid,Hybrid,0,2,0.083616754,0.079106657,0.076625534,0.075932584
BGEM-0259-N,2174,24,4,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.08272255,0.079785458,0.076773996,0.075744906
BGEM-0259-N,3037,37,1,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.08272255,0.079785458,0.076773996,0.075744906
BGEM-0260-N,3137,37,3,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.084112998,0.079709889,0.076765454,0.075898832
BGEM-0260-N,2274,24,6,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.084112998,0.079709889,0.076765454,0.075898832
BGEM-0261-S,2279,29,6,2,1,LN,2022,BGEM_Tall_early,Inbred,0,2,0.08291844,0.079267306,0.076701295,0.075836577
BGEM-0261-S,3067,17,2,3,2,LN,2022,BGEM_Tall_early,Inbred,0,1,0.08291844,0.079267306,0.076701295,0.075836577
BGEM-0261-S X Mo17,2501,1,11,2,1,LN,2022,Hybrid,Hybrid,0,2,0.084084938,0.078462987,0.076280798,0.075572987
BGEM-0261-S X Mo17,3545,45,11,3,2,LN,2022,Hybrid,Hybrid,0,2,0.084084938,0.078462987,0.076280798,0.075572987
BGEM-0262-S,2166,16,4,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.08288381,0.079261062,0.076571095,0.075527031
BGEM-0262-S,3029,29,1,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.08288381,0.079261062,0.076571095,0.075527031
BGEM-0262-S X Mo17,3521,21,11,3,2,LN,2022,Hybrid,Hybrid,0,2,0.082471355,0.078948163,0.076411703,0.075358721
BGEM-0262-S X Mo17,2469,19,10,2,1,LN,2022,Hybrid,Hybrid,0,1,0.082471355,0.078948163,0.076411703,0.075358721
BGEM-0263-S,2288,38,6,2,1,LN,2022,BGEM_Tall_early,Inbred,0,1,0.082711699,0.078689681,0.076516285,0.075756117
BGEM-0263-S,3101,1,3,3,2,LN,2022,BGEM_Tall_early,Inbred,0,2,0.082711699,0.078689681,0.076516285,0.075756117
BGEM-0263-S X Mo17,3549,49,11,3,2,LN,2022,Hybrid,Hybrid,0,1,0.081152982,0.078545057,0.076531567,0.075613126
BGEM-0263-S X Mo17,2589,39,12,2,1,LN,2022,Hybrid,Hybrid,0,2,0.081152982,0.078545057,0.076531567,0.075613126
BGEM-0264-S,2129,29,3,2,1,LN,2022,BGEM_Tall_late,Inbred,0,2,0.082542624,0.079616422,0.076678643,0.075648127
BGEM-0264-S,3267,17,6,3,2,LN,2022,BGEM_Tall_late,Inbred,0,1,0.082542624,0.079616422,0.076678643,0.075648127
BGEM-0264-S X Mo17,3526,26,11,3,2,LN,2022,Hybrid,Hybrid,0,1,0.082431239,0.079166683,0.076754727,0.075915251
BGEM-0264-S X Mo17,2544,44,11,2,1,LN,2022,Hybrid,Hybrid,0,2,0.082431239,0.079166683,0.076754727,0.075915251
BGEM-0266-S,3243,43,5,3,2,LN,2022,BGEM_Short_early,Inbred,0,1,0.081832324,0.078181037,0.076524053,0.075833108
BGEM-0266-S,2055,5,2,2,1,LN,2022,BGEM_Short_early,Inbred,0,2,0.081832324,0.078181037,0.076524053,0.075833108
BGEM-0268-S,2167,17,4,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.083435252,0.079170317,0.076421925,0.075335175
BGEM-0268-S,3030,30,1,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.083435252,0.079170317,0.076421925,0.075335175
BGEM-0269-S,2209,9,5,2,1,LN,2022,BGEM_Short_late,Inbred,0,1,0.081278581,0.078682616,0.076621678,0.075778052
BGEM-0269-S,3047,47,1,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.081278581,0.078682616,0.076621678,0.075778052
BGEM-0270-S,2271,21,6,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.083373026,0.079291916,0.076633228,0.075764458
BGEM-0270-S,3134,34,3,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.083373026,0.079291916,0.076633228,0.075764458
BGEM-0272-S,3070,20,2,3,2,LN,2022,BGEM_Tall_early,Inbred,0,1,0.082726962,0.079238185,0.076636413,0.075700536
BGEM-0272-S,2282,32,6,2,1,LN,2022,BGEM_Tall_early,Inbred,NA,NA,0.082726962,0.079238185,0.076636413,0.075700536
BGEM-0276-S,3331,31,7,3,2,LN,2022,BGEM_Short_early,Inbred,0,2,0.081542353,0.079103793,0.076502739,0.075350445
BGEM-0276-S,2118,18,3,2,1,LN,2022,BGEM_Short_early,Inbred,0,2,0.081542353,0.079103793,0.076502739,0.075350445
BGEM-0277-S,2185,35,4,2,1,LN,2022,BGEM_Tall_late,Inbred,0,1,0.084026456,0.079121061,0.076629839,0.075904196
BGEM-0277-S,3323,23,7,3,2,LN,2022,BGEM_Tall_late,Inbred,0,2,0.084026456,0.079121061,0.076629839,0.075904196
BGEM-0278-S,3068,18,2,3,2,LN,2022,BGEM_Tall_early,Inbred,0,2,0.083120528,0.0794175,0.076613303,0.075632845
BGEM-0278-S,2280,30,6,2,1,LN,2022,BGEM_Tall_early,Inbred,NA,NA,0.083120528,0.0794175,0.076613303,0.075632845
BGEM-0279-S,3135,35,3,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.082903652,0.078710356,0.076402614,0.075536942
BGEM-0279-S,2272,22,6,2,1,LN,2022,BGEM_Short_late,Inbred,0,2,0.082903652,0.078710356,0.076402614,0.075536942
BGEM-0280-S,2200,50,4,2,1,LN,2022,BGEM_Tall_early,Inbred,0,1,0.083101834,0.079372947,0.076643151,0.07568387
BGEM-0280-S,3013,13,1,3,2,LN,2022,BGEM_Tall_early,Inbred,0,1,0.083101834,0.079372947,0.076643151,0.07568387
BGEM-0281-N,2201,1,5,2,1,LN,2022,BGEM_Short_late,Inbred,0,1,0.082298961,0.07927161,0.076669206,0.075671139
BGEM-0281-N,3039,39,1,3,2,LN,2022,BGEM_Short_late,Inbred,0,2,0.082298961,0.07927161,0.076669206,0.075671139
BGEM-0282-N,2157,7,4,2,1,LN,2022,BGEM_Short_early,Inbred,0,1,0.082937047,0.079809114,0.076747126,0.075660719
BGEM-0282-N,3345,45,7,3,2,LN,2022,BGEM_Short_early,Inbred,0,2,0.082937047,0.079809114,0.076747126,0.075660719
BGEM-0283-N,2244,44,5,2,1,LN,2022,BGEM_Tall_early,Inbred,0,1,0.083065949,0.079448262,0.076682055,0.075713817
BGEM-0283-N,3057,7,2,3,2,LN,2022,BGEM_Tall_early,Inbred,0,1,0.083065949,0.079448262,0.076682055,0.075713817
